ACTIVE,FIT,0.013,0
ACTIVE,HAPPY,0.013,0
ACTIVE,HEALTHY,0.013,0
ACTIVE,LIFESTYLE,0.013,0
ACTIVE,RUNNER,0.013,0
ACTIVE,RUNNING,0.013,0
ACTIVE,YOUNG,0.013,0
ACTIVITY,FUN,0.127,0
ACTIVITY,SPORT,0.127,0
ACTIVITY,BUSY,0.08,0
ACTIVITY,GAME,0.053,0
ACTIVITY,RUN,0.04,0
ACTIVITY,WORK,0.04,0
ACTIVITY,ENERGY,0.033,0
ACTIVITY,BASKETBALL,0.027,0
ACTIVITY,LAZY,0.027,0
ACTIVITY,MOVEMENT,0.027,0.014
ACTIVITY,ACTIVE,0.02,0
ACTIVITY,PLAY,0.02,0
ACTIVITY,SEX,0.02,0
ACTIVITY,EVENT,0.013,0
ACTIVITY,EXERCISE,0.013,0
ACTIVITY,HOBBY,0.013,0.027
ACTIVITY,JOB,0.013,0
ACTIVITY,SCHOOL,0.013,0
ACTIVITY,TENNIS,0.013,0
ACTIVITY,TIRED,0.013,0
ACTIVITY,VOLLEYBALL,0.013,0
ACTOR,ACTRESS,0.578,0.507
ACTOR,MOVIE,0.074,0.01
ACTOR,STAGE,0.074,0.095
ACTOR,TELEVISION,0.041,0
ACTOR,PLAY,0.027,0.013
ACTOR,COMEDIAN,0.014,0.027
ACTOR,MALE,0.014,0
ACTOR,MAN,0.014,0
ACTOR,PERSON,0.014,0
ACTOR,STAR,0.014,0
ACTOR,THEATER,0.014,0.034
ACTRESS,ACTOR,0.507,0.578
ACTRESS,MOVIE,0.066,0
ACTRESS,WOMAN,0.053,0
ACTRESS,STAR,0.046,0
ACTRESS,FAME,0.039,0
ACTRESS,TELEVISION,0.026,0
ACTRESS,GIRL,0.02,0
ACTRESS,ACT,0.013,0
ACTRESS,BEAUTY,0.013,0
ACTRESS,MODEL,0.013,0
ACTRESS,PRETTY,0.013,0
AD,NEWSPAPER,0.252,0.03
AD,COMMERCIAL,0.079,0
AD,PAPER,0.079,0
AD,SUBTRACT,0.079,0
AD,DROP,0.04,0
AD,MAGAZINE,0.04,0
AD,SELL,0.033,0
AD,CAMPAIGN,0.026,0
AD,TELEVISION,0.026,0
AD,BUSINESS,0.02,0
AD,COLUMN,0.02,0
AD,ADVERTISEMENT,0.013,0.02
AD,GONE,0.013,0
AD,MESSAGE,0.013,0
AD,MONEY,0.013,0
AD,NEWS,0.013,0
AD,SALE,0.013,0
ADD,SUBTRACT,0.685,0.692
ADD,PLUS,0.094,0.157
ADD,MULTIPLY,0.05,0.116
ADD,MINUS,0.022,0.034
ADD,INCREASE,0.017,0.041
ADD,MATH,0.017,0.042
ADD,SUM,0.017,0.284
ADD,DROP,0.011,0.08
ADD,JOIN,0.011,0
ADD,MORE,0.011,0
ADD,NUMBERS,0.011,0.014
ADDICT,DRUGS,0.691,0.028
ADDICT,COCAINE,0.04,0.02
ADDICT,HEROIN,0.034,0.02
ADDICT,HOOKED,0.027,0.014
ADDICT,ALCOHOL,0.02,0
ADDICT,CRAZY,0.02,0
ADDICT,NEED,0.02,0
ADDICT,DEPENDENT,0.013,0
ADDICTION,DRUG,0.664,0.034
ADDICTION,COCAINE,0.055,0.02
ADDICTION,NEED,0.055,0
ADDICTION,PROBLEM,0.041,0
ADDICTION,CRACK,0.021,0
ADDICTION,BAD,0.014,0
ADDICTION,HABIT,0.014,0.021
ADDITION,SUBTRACTION,0.621,0.507
ADDITION,MATH,0.124,0
ADDITION,PLUS,0.078,0
ADDITION,MORE,0.039,0
ADDITION,ADD,0.026,0
ADDITION,EXTRA,0.013,0
ADDITION,NUMBERS,0.013,0
ADDRESS,HOME,0.273,0
ADDRESS,PHONE,0.133,0
ADDRESS,HOUSE,0.093,0
ADDRESS,STREET,0.087,0
ADDRESS,BOOK,0.073,0
ADDRESS,MAIL,0.04,0
ADDRESS,NAME,0.027,0.049
ADDRESS,LETTER,0.02,0
ADDRESS,NUMBER,0.02,0.014
ADDRESS,CITY,0.013,0
ADDRESS,LIVE,0.013,0
ADDRESS,MINE,0.013,0
ADDRESS,NEWYORK,0.013,0
ADDRESS,TALK,0.013,0
ADJECTIVE,NOUN,0.333,0.038
ADJECTIVE,VERB,0.181,0.027
ADJECTIVE,ADVERB,0.152,0.274
ADJECTIVE,DESCRIBE,0.051,0
ADJECTIVE,ENGLISH,0.043,0
ADJECTIVE,OBJECTIVE,0.029,0
ADJECTIVE,PRONOUN,0.022,0.059
ADJECTIVE,BLUE,0.014,0
ADJECTIVE,LEARN,0.014,0
ADJECTIVE,SUBJECTIVE,0.014,0.014
ADJECTIVE,WORD,0.014,0
ADJOURN,LEAVE,0.201,0
ADJOURN,END,0.141,0
ADJOURN,COURT,0.081,0
ADJOURN,MEETING,0.067,0.048
ADJOURN,DISMISS,0.06,0
ADJOURN,STOP,0.047,0
ADJOURN,FINISH,0.04,0
ADJOURN,CLOSE,0.027,0
ADJOURN,OVER,0.027,0
ADJOURN,QUIT,0.02,0
ADJOURN,GO,0.013,0
ADJOURN,JOIN,0.013,0
ADJOURN,JUDGE,0.013,0
ADJOURN,START,0.013,0
ADJUSTMENT,CHANGE,0.209,0
ADJUSTMENT,FIX,0.196,0
ADJUSTMENT,MOVE,0.061,0
ADJUSTMENT,ALTER,0.041,0
ADJUSTMENT,BELT,0.02,0
ADJUSTMENT,BRA,0.02,0
ADJUSTMENT,CAR,0.014,0
ADJUSTMENT,KNOB,0.014,0
ADJUSTMENT,LOOSE,0.014,0
ADJUSTMENT,TELEVISION,0.014,0
ADMIRE,LIKE,0.294,0.022
ADMIRE,RESPECT,0.15,0.142
ADMIRE,LOVE,0.089,0.011
ADMIRE,ADORE,0.039,0.091
ADMIRE,BEAUTY,0.028,0
ADMIRE,ENVY,0.028,0.027
ADMIRE,COMPLIMENT,0.022,0
ADMIRE,WANT,0.022,0
ADMIRE,WORSHIP,0.022,0
ADMIRE,PRAISE,0.017,0
ADMIRE,BEAUTIFUL,0.011,0
ADMIRE,CUTE,0.011,0
ADMIRE,DISLIKE,0.011,0
ADMIRE,FOND,0.011,0.033
ADMIRE,IDOL,0.011,0.02
ADMISSION,TICKET,0.245,0.048
ADMISSION,ENTER,0.19,0
ADMISSION,IN,0.068,0
ADMISSION,SCHOOL,0.061,0
ADMISSION,ACCEPT,0.048,0
ADMISSION,COLLEGE,0.048,0
ADMISSION,MONEY,0.048,0
ADMISSION,GUILT,0.034,0
ADMISSION,MOVIE,0.027,0
ADMISSION,PAY,0.027,0
ADMISSION,ALLOW,0.02,0
ADMISSION,DENY,0.014,0
ADMISSION,FEE,0.014,0
ADMISSION,OPEN,0.014,0
ADMISSION,PRICE,0.014,0
ADMISSION,TEST,0.014,0
ADMIT,CONFESS,0.131,0.119
ADMIT,TELL,0.09,0
ADMIT,DENY,0.062,0.088
ADMIT,GUILT,0.062,0
ADMIT,LIE,0.055,0
ADMIT,TRUTH,0.055,0
ADMIT,WRONG,0.055,0
ADMIT,ALLOW,0.034,0
ADMIT,ENTER,0.028,0
ADMIT,GIVE,0.028,0
ADMIT,SAY,0.028,0
ADMIT,AGREE,0.021,0
ADMIT,GUILTY,0.021,0
ADMIT,ONE,0.021,0
ADMIT,ADMISSION,0.014,0
ADMIT,ANSWER,0.014,0
ADMIT,BLAME,0.014,0
ADMIT,HONEST,0.014,0
ADOLESCENT,CHILD,0.262,0
ADOLESCENT,TEENAGER,0.262,0.072
